2 0.000000 100.000000 275.735317
25 16 
1 -7493.147674 0.000000 -7493.552369 99.754477 -0.000001 6.975951 0.000038 
2 8493.147674 0.000000 -7493.552369 99.761780 0.000007 6.964466 -0.000092 
3 8493.147674 0.000000 7519.315652 99.749452 0.000001 6.961269 0.000159 
4 -7493.147674 0.000000 7519.315652 99.758564 -0.000005 6.975829 -0.000043 
5 500.000000 0.000000 12.881642 99.871704 -0.000261 -0.000000 0.002564 
6 -7493.147674 0.000000 12.881642 99.756608 -0.000006 6.977961 -0.000007 
7 500.000000 0.000000 -7493.552369 99.749332 0.000006 6.967221 0.000153 
8 8493.147674 0.000000 12.881642 99.905943 0.000024 5.414807 -0.001052 
9 500.000000 0.000000 7519.315652 99.764369 -0.000010 6.966085 -0.000146 
10 -3496.573837 0.000000 -3740.335364 99.747579 -0.000005 6.977693 0.000173 
11 -7493.147674 0.000000 -3740.335364 99.754672 -0.000004 6.977128 0.000033 
12 -3496.573837 0.000000 -7493.552369 99.751570 0.000000 6.974306 0.000098 
13 500.000000 0.000000 -3740.335364 99.722362 0.000015 6.943502 0.000724 
14 -3496.573837 0.000000 12.881642 99.757234 -0.000019 6.986710 -0.000032 
15 4496.573837 0.000000 -3740.335364 99.754817 0.000030 6.914113 0.000117 
16 4496.573837 0.000000 -7493.552369 99.755063 0.000010 6.961259 0.000047 
17 8493.147674 0.000000 -3740.335364 99.778043 0.000010 6.930628 -0.000369 
18 4496.573837 0.000000 12.881642 99.956786 0.000138 4.106948 -0.000823 
19 4496.573837 0.000000 3766.098647 99.765715 0.000002 6.894828 -0.000074 
20 500.000000 0.000000 3766.098647 99.794583 -0.000040 6.939861 -0.000712 
21 8493.147674 0.000000 3766.098647 99.727397 0.000005 6.893495 0.000693 
22 4496.573837 0.000000 7519.315652 99.758488 -0.000003 6.958384 -0.000017 
23 -3496.573837 0.000000 3766.098647 99.766261 -0.000017 6.977274 -0.000199 
24 -7493.147674 0.000000 3766.098647 99.758484 -0.000006 6.977038 -0.000043 
25 -3496.573837 0.000000 7519.315652 99.761712 -0.000009 6.973954 -0.000104 
1 1 12 10 11 
2 12 7 13 10 
3 10 13 5 14 
4 11 10 14 6 
5 7 16 15 13 
6 16 2 17 15 
7 15 17 8 18 
8 13 15 18 5 
9 5 18 19 20 
10 18 8 21 19 
11 19 21 3 22 
12 20 19 22 9 
13 6 14 23 24 
14 14 5 20 23 
15 23 20 9 25 
16 24 23 25 4 
